web-scraper-order,web-scraper-start-url,cars,cars-href,price,carburant,Ville,group one,boite,puissance
"1679933802-202","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon2200 000 DHVolkswagen Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconSettat, Hay Al Kamal","https://www.avito.ma/fr/hay_al_kamal/voitures/Volkswagen__52622217.htm","200 000 DH","Manuelle","Settat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Hay Al Kamal""},{""group one"":""Modèle""},{""group one"":""Tiguan""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Manuelle","8 CV"
"1679933804-203","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon845 000 DHPunto ClassicVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconKénitra, Bab Fès","https://www.avito.ma/fr/bab_fes/voitures/Punto_Classic_52622216.htm","45 000 DH","Manuelle","Kénitra","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Bab Fès""},{""group one"":""Modèle""},{""group one"":""punto_classic""},{""group one"":""Année-Modèle""},{""group one"":""2008""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Fiat""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""}]","Manuelle","Essence"
"1679933807-204","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon568 000 DHCitroenVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconGuercif","https://www.avito.ma/fr/guercif/voitures/Citroen_52622219.htm","68 000 DH","Diesel","Guercif","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Xsara Picasso""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Année-Modèle""},{""group one"":""2006""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Première main""},{""group one"":""Non""}]","Diesel","6 CV"
"1679933810-205","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon6102 000 DHHyundai accent dièsel tt option prix fixe Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Hyundai_accent_di%C3%A8sel_tt_option_prix_fixe__52622223.htm","102 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Accent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Marque""},{""group one"":""Hyundai""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Première main""},{""group one"":""Non""}]","Manuelle","6 CV"
"1679933812-206","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon585 000 DHfiat doblo professionnel Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconMeknès","https://www.avito.ma/fr/mekn%C3%A8s/voitures/fiat_doblo_professionnel__52622241.htm","85 000 DH","Diesel","Meknès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Doblo""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""3""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Kilométrage""},{""group one"":""160 000 - 169 999""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""Marque""},{""group one"":""Fiat""}]","Diesel","6 CV"
"1679933814-207","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon5235 000 DHvolkswagen tiguan Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconTanger","https://www.avito.ma/fr/tanger/voitures/volkswagen_tiguan__52178265.htm","235 000 DH","8 CV","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Tiguan""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""Année-Modèle""},{""group one"":""2017""}]","8 CV","Diesel"
"1679933817-208","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon841 000 DHToyota yaris Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconSalé","https://www.avito.ma/fr/sal%C3%A9/voitures/Toyota_yaris__52622247.htm","41 000 DH","Manuelle","Salé","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Yaris""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Marque""},{""group one"":""Toyota""},{""group one"":""Année-Modèle""},{""group one"":""2008""},{""group one"":""Kilométrage""},{""group one"":""10 000 - 14 999""}]","Manuelle","Essence"
"1679933819-209","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon576 000 DHDacia SanderoVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca, Oulfa","https://www.avito.ma/fr/oulfa/voitures/Dacia_Sandero_52622263.htm","76 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Oulfa""},{""group one"":""Modèle""},{""group one"":""Sandero""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Kilométrage""},{""group one"":""180 000 - 189 999""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Première main""},{""group one"":""Oui""}]","Manuelle","6 CV"
"1679933822-210","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon5110 000 DHford CMaxVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/ford_CMax_52622305.htm","110 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""C-Max""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""}]","Manuelle","Diesel"
"1679933828-211","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon578 000 DHdokker avec clim prix fixe carte grise Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/dokker_avec_clim_prix_fixe_carte_grise__52622332.htm","78 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Dokker""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Première main""},{""group one"":""Non""}]","6 CV","Manuelle"
"1679933831-212","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon4145 000 DHVolkswagen amarok Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconKénitra, Centre","https://www.avito.ma/fr/centre/voitures/Volkswagen_amarok__51041901.htm","145 000 DH","Diesel","Kénitra","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Centre""},{""group one"":""Modèle""},{""group one"":""Amarok""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""}]","Diesel","7 CV"
"1679933834-213","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","70 000 DHCitroen c3 vitamine Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca, Sidi Maarouf","https://www.avito.ma/fr/sidi_maarouf/voitures/Citroen_c3_vitamine__52622353.htm","70 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Sidi Maarouf""},{""group one"":""Modèle""},{""group one"":""C3""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Kilométrage""},{""group one"":""160 000 - 169 999""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Manuelle","Diesel"
"1679933836-214","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon8154 000 DHدوستر 2019Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/%D8%AF%D9%88%D8%B3%D8%AA%D8%B1_2019_52622356.htm","154 000 DH","Manuelle","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Duster""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""Kilométrage""},{""group one"":""110 000 - 119 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Marque""},{""group one"":""Dacia""}]","Manuelle","Diesel"
"1679933839-215","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon240 000 DHCitroen BerlingoVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconTifelt, Toute la ville","https://www.avito.ma/fr/tifelt/voitures/Citroen_Berlingo_52622359.htm","40 000 DH","Diesel","Tifelt","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""Berlingo""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2003""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Kilométrage""},{""group one"":""160 000 - 169 999""}]","Diesel","Manuelle"
"1679933841-216","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon7325 000 DHTiguan full.optionsVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconAgadir","https://www.avito.ma/fr/agadir/voitures/Tiguan_full_options_52622360.htm","325 000 DH","Essence","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Tiguan""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2018""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Essence","Automatique"
"1679933844-217","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon787 000 DHcafé mobile Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconArfoud","https://www.avito.ma/fr/arfoud/voitures/caf%C3%A9_mobile__52622361.htm","87 000 DH","Diesel","Arfoud","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Kangoo""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2012""}]","Diesel","Manuelle"
"1679933846-218","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon650 000 DHfordVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/ford_52622363.htm","50 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Focus""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Année-Modèle""},{""group one"":""2007""}]","Manuelle","Essence"
"1679933848-219","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon590 000 DHFord FiestaVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconFès","https://www.avito.ma/fr/f%C3%A8s/voitures/Ford_Fiesta_52622370.htm","90 000 DH","Essence","Fès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Fiesta""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""70 000 - 74 999""},{""group one"":""Marque""},{""group one"":""Ford""}]","Essence","6 CV"
"1679933851-220","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon8199 000 DHMercedes Classe C 220 Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Mercedes_Classe_C_220__52622375.htm","199 000 DH","Automatique","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Classe C""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""Kilométrage""},{""group one"":""100 000 - 109 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2013""}]","Automatique","9 CV"
"1679933854-221","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=094&price_min=0","Camera Icon443 000 DHpoloVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconAgadir, Zone Industrielle Agadir","https://www.avito.ma/fr/zone_industrielle_agadir/voitures/polo_52622400.htm","43 000 DH","Manuelle","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Zone Industrielle Agadir""},{""group one"":""Modèle""},{""group one"":""Polo""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2003""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""}]","Manuelle","8 CV"
