web-scraper-order,web-scraper-start-url,cars,cars-href,price,carburant,Ville,group one,boite,puissance
"1679933709-170","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=096&price_min=0","Camera Icon742 000 DHhonda civicVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconKhouribga","https://www.avito.ma/fr/khouribga/voitures/honda_civic_52621910.htm","42 000 DH","9 CV","Khouribga","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Civic""},{""group one"":""Année-Modèle""},{""group one"":""1997""},{""group one"":""Marque""},{""group one"":""Honda""},{""group one"":""Kilométrage""},{""group one"":""450 000 - 499 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""}]","9 CV","Essence"
"1679933712-171","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=096&price_min=0","Camera Icon432 000 DHهيونداي اكسنت مازوطVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconAl Hoceïma","https://www.avito.ma/fr/al_hociema/voitures/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%83%D8%B3%D9%86%D8%AA_%D9%85%D8%A7%D8%B2%D9%88%D8%B7_52621924.htm","32 000 DH","Diesel","Al Hoceïma","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Accent""},{""group one"":""Année-Modèle""},{""group one"":""2007""},{""group one"":""Marque""},{""group one"":""Hyundai""},{""group one"":""Kilométrage""},{""group one"":""300 000 - 349 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Correct""}]","Diesel","Manuelle"
"1679933715-172","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=096&price_min=0","Camera Icon4580 000 DHTouareg extrême 2022 Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconRabat, Hay Riad","https://www.avito.ma/fr/hay_riad/voitures/Touareg_extr%C3%AAme_2022__52621938.htm","580 000 DH","Automatique","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Hay Riad""},{""group one"":""Modèle""},{""group one"":""Touareg""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Kilométrage""},{""group one"":""20 000 - 24 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""6""},{""group one"":""Année-Modèle""},{""group one"":""2022""}]","Automatique","12 CV"
"1679933717-173","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=096&price_min=0","Camera Icon7115 000 DHVolkswagen golf 6 Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconBerkane, Toute la ville","https://www.avito.ma/fr/berkane/voitures/Volkswagen_golf_6__52621949.htm","115 000 DH","Automatique","Berkane","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""GOLF 6""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""Année-Modèle""},{""group one"":""2011""},{""group one"":""Marque""},{""group one"":""Volkswagen""}]","Automatique","6 CV"
"1679933720-174","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=096&price_min=0","Camera Icon850 000 DHdacia logan 2011Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconKhemisset, Toute la ville","https://www.avito.ma/fr/khemisset/voitures/dacia_logan_2011_52621951.htm","50 000 DH","Manuelle","Khemisset","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""Logan""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2011""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""}]","Manuelle","Diesel"
"1679933723-175","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=096&price_min=0","Camera Icon626 000 DHPeugeot 306 diesel Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconAgadir","https://www.avito.ma/fr/agadir/voitures/Peugeot_306_diesel__52621958.htm","26 000 DH","8 CV","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""1995""},{""group one"":""Modèle""},{""group one"":""306""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Kilométrage""},{""group one"":""350 000 - 399 999""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","8 CV","Diesel"
"1679933730-176","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon587 000 DHFord Fiesta Diesel 2013Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconTanger, Achakar","https://www.avito.ma/fr/achakar/voitures/Ford_Fiesta_Diesel_2013_52621968.htm","87 000 DH","Diesel","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Achakar""},{""group one"":""Modèle""},{""group one"":""Fiesta""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Nombre de portes""},{""group one"":""3""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Première main""},{""group one"":""Oui""}]","Diesel","Manuelle"
"1679933732-177","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon599 900 DHRenault Clio 4 Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Renault_Clio_4__52621982.htm","99 900 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Clio""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Kilométrage""},{""group one"":""90 000 - 94 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""État""},{""group one"":""Bon""}]","6 CV","Manuelle"
"1679933735-178","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon770 000 DHpeugeot  206 plusVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconTanger","https://www.avito.ma/fr/tanger/voitures/peugeot__206_plus_52621983.htm","70 000 DH","6 CV","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""206+""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","6 CV","Diesel"
"1679933737-179","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8127 000 DHAlfa Romeo Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca, Sidi Maarouf","https://www.avito.ma/fr/sidi_maarouf/voitures/Alfa_Romeo__52622018.htm","127 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Sidi Maarouf""},{""group one"":""Modèle""},{""group one"":""Giulietta""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""90 000 - 94 999""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Alfa Romeo""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2016""}]","Manuelle","Diesel"
"1679933740-180","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon580 000 DHHONDA CIVIC Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconAgadir","https://www.avito.ma/fr/agadir/voitures/HONDA_CIVIC__52622052.htm","80 000 DH","Diesel","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Civic""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""160 000 - 169 999""},{""group one"":""Année-Modèle""},{""group one"":""2010""},{""group one"":""Marque""},{""group one"":""Honda""}]","Diesel","8 CV"
"1679933742-181","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon567 000 DH220 MRSVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/220_MRS_52622088.htm","67 000 DH","9 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""180 000 - 189 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Modèle""},{""group one"":""220""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""Année-Modèle""},{""group one"":""2000""}]","9 CV","Diesel"
"1679933746-182","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon762 000 DHToyota AygoVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Toyota_Aygo_52622091.htm","62 000 DH","6 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Aygo""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""75 000 - 79 999""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Marque""},{""group one"":""Toyota""}]","6 CV","Manuelle"
"1679933749-183","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8265 000 DHgolf 7 gtd original Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconTanger","https://www.avito.ma/fr/tanger/voitures/golf_7_gtd_original__52622097.htm","265 000 DH","Diesel","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""15 000 - 19 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Marque""},{""group one"":""Volkswagen""}]","Diesel","9 CV"
"1679933751-184","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon7205 000 DHTouran 2L automatic allemandeVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca, Aïn Chock","https://www.avito.ma/fr/ain_chock/voitures/Touran_2L_automatic_allemande_47845492.htm","205 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Aïn Chock""},{""group one"":""Modèle""},{""group one"":""Touran""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Volkswagen""}]","8 CV","Diesel"
"1679933754-185","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon341 000 DHpeugeot 307 essenceVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconDeroua","https://www.avito.ma/fr/deroua/voitures/peugeot_307_essence_52622130.htm","41 000 DH","Essence","Deroua","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Année-Modèle""},{""group one"":""2005""},{""group one"":""État""},{""group one"":""Correct""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""Modèle""},{""group one"":""307""}]","Essence","9 CV"
"1679933756-186","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon356 000 DHkia Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconSettat, Toute la ville","https://www.avito.ma/fr/settat/voitures/kia__52622134.htm","56 000 DH","Manuelle","Settat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""Sorento""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Kia""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2009""},{""group one"":""Kilométrage""},{""group one"":""35 000 - 39 999""},{""group one"":""État""},{""group one"":""Excellent""}]","Manuelle","8 CV"
"1679933760-187","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon786 000 DHkangooVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconMeknès","https://www.avito.ma/fr/mekn%C3%A8s/voitures/kangoo_52622159.htm","86 000 DH","Diesel","Meknès","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Kangoo""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""3""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""}]","Diesel","null"
"1679933762-188","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon512 000 DH جيلي اسونس 8 خيلVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconDakhla, Al Massira","https://www.avito.ma/fr/al_massira/voitures/_%D8%AC%D9%8A%D9%84%D9%8A_%D8%A7%D8%B3%D9%88%D9%86%D8%B3_8_%D8%AE%D9%8A%D9%84_52622173.htm","12 000 DH","Manuelle","Dakhla","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Al Massira""},{""group one"":""Modèle""},{""group one"":""Zotye""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Marque""},{""group one"":""Geely""},{""group one"":""Kilométrage""},{""group one"":""25 000 - 29 999""},{""group one"":""Nombre de portes""},{""group one"":""3""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Année-Modèle""},{""group one"":""2011""}]","Manuelle","Essence"
"1679933764-189","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8265 000 DHAUDI Q5 2LVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconBéni Mellal, Toute la ville","https://www.avito.ma/fr/b%C3%A9ni_mellal/voitures/AUDI_Q5_2L_52622175.htm","265 000 DH","Automatique","Béni Mellal","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""Q5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Marque""},{""group one"":""Audi""},{""group one"":""État""},{""group one"":""Excellent""}]","Automatique","Diesel"
"1679933767-190","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon452 000 DHFord Fiesta Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconKhénifra","https://www.avito.ma/fr/kh%C3%A9nifra/voitures/Ford_Fiesta__52622191.htm","52 000 DH","Manuelle","Khénifra","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Fiesta""},{""group one"":""Année-Modèle""},{""group one"":""2004""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Ford""}]","Manuelle","7 CV"
"1679933771-191","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon686 000 DHFord fiesta Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconMarrakech","https://www.avito.ma/fr/marrakech/voitures/Ford_fiesta__52622193.htm","86 000 DH","7 CV","Marrakech","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Fiesta""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""},{""group one"":""Marque""},{""group one"":""Ford""}]","7 CV","Manuelle"
"1679933774-192","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon7205 000 DHPasst ccVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconSefrou, Toute la ville","https://www.avito.ma/fr/sefrou/voitures/Passt_cc_52622194.htm","205 000 DH","Diesel","Sefrou","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""CC""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Origine""},{""group one"":""Importée neuve""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""90 000 - 94 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2017""}]","Diesel","8 CV"
"1679933776-193","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon745 000 DHchevrolet sparkVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/chevrolet_spark_52622195.htm","45 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Spark""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Marque""},{""group one"":""Chevrolet""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""}]","Manuelle","6 CV"
"1679933779-194","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8130 000 DHFord ranger 2017 Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconTemara, Abbadi","https://www.avito.ma/fr/abbadi/voitures/Ford_ranger_2017__52622196.htm","130 000 DH","Essence","Temara","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Abbadi""},{""group one"":""Modèle""},{""group one"":""Ranger""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Marque""},{""group one"":""Ford""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""},{""group one"":""État""},{""group one"":""Excellent""}]","Essence","null"
"1679933781-195","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon5290 000 DHBMW X5 XDRIVE 25dVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconCasablanca, C.I.L","https://www.avito.ma/fr/cil/voitures/BMW_X5_XDRIVE_25d_52622202.htm","290 000 DH","Automatique","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""C.I.L""},{""group one"":""Modèle""},{""group one"":""X5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""Marque""},{""group one"":""BMW""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Automatique","8 CV"
"1679933784-196","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8200 000 DHBMW série 7 40dVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconBouskoura","https://www.avito.ma/fr/bouskoura/voitures/BMW_s%C3%A9rie_7_40d_52431551.htm","200 000 DH","Diesel","Bouskoura","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Serie 7""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""170 000 - 179 999""},{""group one"":""Année-Modèle""},{""group one"":""2012""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""BMW""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Non""}]","Diesel","Automatique"
"1679933787-197","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon845 000 DHCitroen berlingo Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconAgadir","https://www.avito.ma/fr/agadir/voitures/Citroen_berlingo__52622209.htm","45 000 DH","6 CV","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Berlingo""},{""group one"":""Année-Modèle""},{""group one"":""2004""},{""group one"":""Marque""},{""group one"":""Citroen""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""}]","6 CV","null"
"1679933789-198","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8159 000 DHNissan QashqaiVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconBerrechid","https://www.avito.ma/fr/berrechid/voitures/Nissan_Qashqai_52330704.htm","159 000 DH","6 CV","Berrechid","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Qashqai""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Nissan""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2015""}]","6 CV","Manuelle"
"1679933792-199","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8165 000 DHNissan Qashqai Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconBerrechid","https://www.avito.ma/fr/berrechid/voitures/Nissan_Qashqai__51882589.htm","165 000 DH","6 CV","Berrechid","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Qashqai""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Marque""},{""group one"":""Nissan""},{""group one"":""Kilométrage""},{""group one"":""100 000 - 109 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Première main""},{""group one"":""Non""}]","6 CV","Diesel"
"1679933794-200","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon6159 000 DHNissan Qashqai Voitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconBerrechid","https://www.avito.ma/fr/berrechid/voitures/Nissan_Qashqai__52551387.htm","159 000 DH","Diesel","Berrechid","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Qashqai""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Nissan""}]","Diesel","6 CV"
"1679933799-201","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=095&price_min=0","Camera Icon8135 000 DHDacia DusterVoitures d'occasionTimeFill Iconil y a 1 jourMapPinFill IconKhouribga","https://www.avito.ma/fr/khouribga/voitures/Dacia_Duster_52622213.htm","135 000 DH","Diesel","Khouribga","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Duster""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Marque""},{""group one"":""Dacia""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","Diesel","null"
